POPS_Number,Borough_Name,Borough_Code,Community_District,Address_Number,Street_Name,Zip_Code,Building_Address_With_Zip_Code,Tax_Block,Tax_Lot,Building_Name,Building_Location,Year_Completed,Building_Constructed,Public_Space_Type,Developer,Building_Architect,Principal_Public_Space_Designer,Size_Required,Hour_Of_Access_Required,Amenities_Required,Other_Required,Permitted_Amenities,Physically_Disabled,Latitude,Longitude,XCoordinate,YCoordinate
M050075,Manhattan,1,5,135,WEST 52 STREET,10019,"135 WEST 52 STREET, New York, NY 10019",1005,7501,Flatotel,North side of West 52nd Street between Sixth and Seventh Avenues,1985,Completed,Through Block Galleria,East/West Associates,Rafael Vinoly,"Rafael Vinoly, MPFP Landscape Architects PLLC (for 2016 design change)",Through Block Galleria 6450.23 sf,Through Block Galleria: Restricted Hours (Open and accessible daily from 7:00am to 11:00pm. ),Through Block Galleria: Drinking Fountain (1); Through Block Galleria: Lighting (LED lamps); Through Block Galleria: Litter Receptacles (3); Through Block Galleria: Planting (195 sf planting provided. Green wall of Ivy along eastern and western walls); Through Block Galleria: Plaque/Sign; Through Block Galleria: Seating (232 LF seating provided including 53 movable chairs); Through Block Galleria: Water Feature (Water fall),,,Full/Partial,40.762046,-73.980893,989543,216911
M050076,Manhattan,1,5,712,FIFTH AVENUE,10019,"712 FIFTH AVENUE, New York, NY 10019",1271,38,,West side of Fifth Avenue between West 55th and 56th Streets,1989,Completed,Access Area; Exhibit Area; Pedestrian Circulation Space,Solomon Equities,Kohn Pedersen Fox/Schuman Lichtenstein Claman Efron,Beyer Blinder Belle,Access Area 0.00 sf; Exhibit Area 0.00 sf; Pedestrian Circulation Space 0.00 sf,Access Area: Restricted Hours (Access Area (“Fifth Avenue Atrium”): accessible to the public during such hours as the ground floor retail space is open to the public); Exhibit Area: Restricted Hours (Exhibit Area (“Fifth Avenue Atrium”): accessible to the public during such hours as the ground floor retail space is open to the public); Pedestrian Circulation Space: 24 Hours (Building Entrance Recess Area),"Access Area: Other Required ( Exhibit Area and Access Area may be relocated from time to time to locations at the rear of the “Fifth Avenue Atrium” and may not be used for any retail sales activities, except that the Exhibit Area may be used for sales of products related to the Lalique Windows); Exhibit Area: Escalator (elevator to unobstructed viewing paths on second through fourth floors of the Fifth Avenue Atrium); Exhibit Area: Other Required (Exhibit Area on the ground floor level of the “Fifth Avenue Atrium” to contain a first-class, educational display and informational materials, prepared by an expert architectural historian, concerning the Lalique windows; Exhibit Area and Access Area may be relocated from time to time to locations at the rear of the “Fifth Avenue Atrium” and may not be used for any retail sales activities, except that the Exhibit Area may be used for sales of products related to the Lalique Windows; no floor-mounted retail display or obstruction shall be installed on the ground floor level of the “Fifth Avenue Atrium” which shall exceed a height measured from the floor of 11 feet 6 inches in the front 27 feet of the “Fifth Avenue Atrium” or a height of 5 feet 6 inches in the remaining 10 feet 3 inches of the “Fifth Avenue Atrium,” except during the holiday season, from Thanksgiving Day through the following January 15th, in order to install a Christmas tree or comparable holiday ornamentation; portions); Pedestrian Circulation Space: Elevator (elevator to unobstructed viewing paths on second through fourth floors of the Fifth Avenue Atrium); Pedestrian Circulation Space: Lighting (minimum 15 foot candles on the inside of the landmarked Lalique windows); Pedestrian Circulation Space: Plaque/Sign"," Exhibit Area and Access Area may be relocated from time to time to locations at the rear of the “Fifth Avenue Atrium” and may not be used for any retail sales activities, except that the Exhibit Area may be used for sales of products related to the Lalique Windows; Exhibit Area on the ground floor level of the “Fifth Avenue Atrium” to contain a first-class, educational display and informational materials, prepared by an expert architectural historian, concerning the Lalique windows; Exhibit Area and Access Area may be relocated from time to time to locations at the rear of the “Fifth Avenue Atrium” and may not be used for any retail sales activities, except that the Exhibit Area may be used for sales of products related to the Lalique Windows; no floor-mounted retail display or obstruction shall be installed on the ground floor level of the “Fifth Avenue Atrium” which shall exceed a height measured from the floor of 11 feet 6 inches in the front 27 feet of the “Fifth Avenue Atrium” or a height of 5 feet 6 inches in the remaining 10 feet 3 inches of the “Fifth Avenue Atrium,” except during the holiday season, from Thanksgiving Day through the following January 15th, in order to install a Christmas tree or comparable holiday ornamentation; portions","Exhibit Area: Other Permitted (4 tables and 8 chairs for a small café on the earstern viewing portion of the third floor of the ""Fifth Avenue Atrium,"" between the railing and the Lalique window; the maximum height of the chairs in the café or the third floor shall not be greater than 40 inches at the chair back, and the distance to be maintained between the area of the café tables and chairs along guard rail adjacent to the first floor Atrium and the guard rail adjacent to the Lalique windows shall be four feet so as to preserve the possibility of viewing such windows by persons who are not café customers)",Full/Partial,40.762294,-73.975103,991147,217002
M050077,Manhattan,1,5,899,SEVENTH AVENUE,10019,"899 SEVENTH AVENUE, New York, NY 10019",     ,    ,Carnegie Hall Tower,North side of West 56th Street and south side of West 57th Street between Sixth and Seventh Avenues,1988,Completed,Through Block Connection,Rockrose Development Corp.,Cesar Pelli Associates,Cesar Pelli Associates,Through Block Connection 3563.00 sf,"Through Block Connection: Restricted Hours (8:00 am to 7:00 pm, on days the building is open for business)",Through Block Connection: Climate Control (shall be adequately ventilated and maintained at a temperature between 60 and 80 degrees fahrenheit); Through Block Connection: Lighting (minimum 8 foot candles when open and minimum 5 fc at all other times); Through Block Connection: Plaque/Sign (signs at West 56th Street entrance and West 57th Street entrance lit with minimum light level of 8 foot candles),,,Full/Partial,40.765619,-73.979954,989803,218213
M050078,Manhattan,1,5,611,FIFTH AVENUE,10022,"611 FIFTH AVENUE, New York, NY 10022",1285,7501,Saks Tower,East side of Fifth Avenue between East 49th and 50th Streets,1990,Completed,Building Entrance Recess Area; Special Permit Pedestrian Circulation Sp,Saks Fifth Avenue/Swiss Bank Corp.,Lee Harris Pomeroy,Lee Harris Pomeroy,Building Entrance Recess Area 174.00 sf; Special Permit Pedestrian Circulation Sp 930.00 sf,Building Entrance Recess Area: 24 Hours; Special Permit Pedestrian Circulation Sp: 24 Hours,"Building Entrance Recess Area: Plaque/Sign (at both entrances to the through block public passage); Special Permit Pedestrian Circulation Sp: Lighting (minimum 5 foot candles); Special Permit Pedestrian Circulation Sp: Other Required (through block public passage connecting East 49th and East 50th Streets, open to the public during the Saks Fifth Avenue department store hours); Special Permit Pedestrian Circulation Sp: Planting; Special Permit Pedestrian Circulation Sp: Plaque/Sign (at both entrances to the through block public passage); Special Permit Pedestrian Circulation Sp: Seating","through block public passage connecting East 49th and East 50th Streets, open to the public during the Saks Fifth Avenue department store hours",,Full/Partial,40.757966,-73.976816,990673,215425
M050079,Manhattan,1,5,135,EAST 57 STREET,10022,"135 EAST 57 STREET, New York, NY 10022",1312,15,,Northwest corner of East 57th Street and Lexington Avenue,1987,Completed,Open Park Space; Plaza,Madison Lexington Venture,Kohn Pedersen Fox,"Kohn Pedersen Fox; Thomas Balsley Associates (for Open Park Space, west of building)",Open Park Space 2500.00 sf; Plaza 4820.00 sf,Open Park Space: Restricted Hours (8:00 am to sunset; 24 Hours: Open Park Space located at northwest corner of East 57th Street and Lexington Avenue); Plaza: 24 Hours,"Open Park Space: Food Service (kiosk open between April 15 and October 15, from 8:00 am to 5:00 pm); Open Park Space: Lighting (8 foot candles; Plaza: 8 foot candles); Open Park Space: Planting (96 sf); Open Park Space: Plaque/Sign; Open Park Space: Seating (48 linear feet of fixed benches, 14 movable chairs); Open Park Space: Tables (2); Open Park Space: Trees within Space (12); Open Park Space: Water Feature (fountain wall and water basin); Plaza: Lighting (8 foot candles); Plaza: Litter Receptacles; Plaza: Other Required (tempietto); Plaza: Seating (93 linear feet of fixed seating); Plaza: Water Feature (fountains)",tempietto,,Full/Partial,40.761349,-73.9694,992727,216658
M050081,Manhattan,1,5,235,WEST 48 STREET,10036,"235 WEST 48 STREET, New York, NY 10036",1020,5,Ritz,North side of West 48th Street between Broadway and Eighth Avenue,1989,Completed,Urban Plaza,Jason Carter,Schuman Lichtenstein Claman Efron,Schuman Lichtenstein Claman Efron; Thomas Balsley Associates (for alterations circa 2000 and 2009),Urban Plaza 6690.42 sf,"Urban Plaza: Restricted Hours (May 1 through September 30, 7:00 am to 11:30 pm, October 1 through April 30, 7:00 am to 7:00 pm; also open whenever the open air café at the rear of the Urban Plaza is in operation)","Urban Plaza: Artwork (Firefighters Memorial); Urban Plaza: Lighting; Urban Plaza: Litter Receptacles (4 cubic feet); Urban Plaza: Planting (960 sf); Urban Plaza: Plaque/Sign (2 entry plaques, 1 informational plaque, 1 hours of access plaque); Urban Plaza: Retail Frontage; Urban Plaza: Seating (283 linear feet including 257 lf with backs); Urban Plaza: Tables (8); Urban Plaza: Trees on Street (17); Urban Plaza: Trees within Space (12); Urban Plaza: Water Feature (Firefighters Memorial with water)",,,Full/Partial,40.760894,-73.986092,988103,216491
M050082,Manhattan,1,5,420,FIFTH AVENUE,10018,"420 FIFTH AVENUE, New York, NY 10018",839,7501,,Full blockfront on west side of Fifth Avenue between West 37th and 38th Streets,1989,Completed,Urban Plaza,Hammerson Property Corp.,Brennan Beer Gorman,M. Paul Friedberg & Partners,Urban Plaza 3765.00 sf,Urban Plaza: 24 Hours,"Urban Plaza: Lighting; Urban Plaza: Litter Receptacles (1.88 cubic feet required, 15.74 cf provided); Urban Plaza: Planting (665 sf); Urban Plaza: Plaque/Sign (2); Urban Plaza: Retail Frontage (60 linear feet); Urban Plaza: Seating (126 linear feet including 70.87 lf with backs required, 150.25 lf including 78.67 lf with backs and 21 movable chairs provided); Urban Plaza: Trees on Street (14); Urban Plaza: Trees within Space (7 required, 9 provided)",,,Full/Partial,40.750812,-73.983336,988867,212818
M050083,Manhattan,1,5,1325,SIXTH AVENUE,10019,"1325 SIXTH AVENUE, New York, NY 10019",1006,13,1325 Avenue of the Americas,North side of  West 53rd Street and south side of West 54th Street between Sixth and Seventh Avenues,1989,Completed,Through Block Galleria,Minskoff Equities/A. Taubman,Kohn Pedersen Fox,Kohn Pedersen Fox,Through Block Galleria 6781.49 sf,"Through Block Galleria: Restricted Hours (8:00 am to 7:00 pm, closed January 1, July 4, and December 25)","Through Block Galleria: Lighting; Through Block Galleria: Litter Receptacles; Through Block Galleria: Other Required (skylight over 3,439.68 sf of Through Block Galleria); Through Block Galleria: Plaque/Sign (4); Through Block Galleria: Retail Frontage; Through Block Galleria: Seating (189.07 linear feet including 94.54 lf fixed seating required, 209.3 lf including 14 benches totaling 125 lf and 56 movable chairs totaling 84 lf provided); Through Block Galleria: Tables (14)","skylight over 3,439.68 sf of Through Block Galleria",,Full/Partial,40.76288,-73.980702,989596,217215
M050084,Manhattan,1,5,1755,BROADWAY,10019,"1755 BROADWAY, New York, NY 10019",1028,7501,Symphony House,Full blockfront on West 56th Street between Broadway and Eighth Avenues,1987,Completed,Urban Plaza,Jack Resnick,Emery Roth & Sons,Thomas Balsley Associates,Urban Plaza 4953.89 sf,"Urban Plaza: Restricted Hours (May 1 through September 30, 7:00 am to 9:30 pm, October 1 through April 30, 7:00 am to 7:30 pm; also open whenever the open air café is in operation)","Urban Plaza: Lighting; Urban Plaza: Litter Receptacles (15 cubic feet); Urban Plaza: Planting (1206 sf); Urban Plaza: Plaque/Sign (1 entry plaque and 1 information plaque required, 2 entry plaques and 1 information plaque provided); Urban Plaza: Retail Frontage; Urban Plaza: Seating (165.5 linear feet including 62 lf with backs required, 168.5 lf including 142 lf with backs provided); Urban Plaza: Trees on Street (8 on West 56th Street); Urban Plaza: Trees within Space (8 required, 10 provided)",,Urban Plaza: Open Air Cafe (340 sf in the middle of the east side of the Urban Plaza),Full/Partial,40.765974,-73.982553,989083,218342
M050085,Manhattan,1,5,146,WEST 57 STREET,10019,"146 WEST 57 STREET, New York, NY 10019",1009,7501,Metropolitan Tower,South side of West 57th Street between Sixth and Seventh Avenues,1986,Completed,Through Block Connection; Urban Plaza,Harry Macklowe,Schuman Lichtenstein Claman Efron,Schuman Lichtenstein Claman Efron,Through Block Connection 0.00 sf; Urban Plaza 4375.00 sf,"Through Block Connection: Restricted Hours (8:00 am to 7:00 pm, on days the building is open for business); Urban Plaza: 24 Hours","Through Block Connection: Lighting; Through Block Connection: Planting; Through Block Connection: Plaque/Sign (2); Urban Plaza: Lighting; Urban Plaza: Litter Receptacles (2.2 cubic feet required, 3 cf provided); Urban Plaza: Planting; Urban Plaza: Plaque/Sign (1); Urban Plaza: Retail Frontage (29 linear feet); Urban Plaza: Seating (110 linear feet including 6.33 lf with backs required, 196 lf including 20 lf with backs provided); Urban Plaza: Trees on Street (17); Urban Plaza: Trees within Space (4)",,,Full/Partial,40.764719,-73.97929,989987,217885
M050086,Manhattan,1,5,65,EAST 55 STREET,10022,"65 EAST 55 STREET, New York, NY 10022",1291,28,Park Avenue Tower,North side of East 55th Street between Park and Madison Avenues,1985,Completed,Urban Plaza,Park Tower Realty,Murphy/Jahn,"Murphy/Jahn, MdeAs (2016 redesign)",Urban Plaza 6437.17 sf,Urban Plaza: 24 Hours,"Urban Plaza: Artwork (1 Artwork); Urban Plaza: Bicycle Parking (1 bike rack with 2 spaces on sidewalk); Urban Plaza: Drinking Fountain (1); Urban Plaza: Lighting; Urban Plaza: Litter Receptacles (4); Urban Plaza: Planting (763 SF); Urban Plaza: Plaque/Sign (2 entry plaques, 1 information plaque); Urban Plaza: Retail Frontage; Urban Plaza: Seating (395 LF provided including 88 LF of movable.); Urban Plaza: Trees on Street (8); Urban Plaza: Trees within Space (10)",,,Full/Partial,40.760886,-73.972133,991970,216489
M050087,Manhattan,1,5,383,MADISON AVENUE,10179,"383 MADISON AVENUE, New York, NY 10179",1282,21,Bear Stearns,Full block bounded by Madison and Vanderbilt Avenues and East 46th and 47th Streets,1999,Completed,Building Entrance Recess Area; New North End Access to 47th Street Cro; Off-Street Rail Mass Transit Access; Through Block Connection,Sterling Equities (Fred Wilpon),"Skidmore, Owings & Merrill","Skidmore, Owings & Merrill",Building Entrance Recess Area 0.00 sf; New North End Access to 47th Street Cro 707.00 sf; Off-Street Rail Mass Transit Access 5031.00 sf; Through Block Connection 5706.00 sf,"Building Entrance Recess Area: 24 Hours; Off-Street Rail Mass Transit Access: Restricted Hours (Daily, 5:30 am to 11:30 pm, or as otherwise specified by the MTA)",New North End Access to 47th Street Cro: Escalator (2 escalators connecting Off-Street Rail Mass Transit Access Improvement to New North End Access to 47th Street Cross Passageway); New North End Access to 47th Street Cro: Other Required (stairway connecting Off-Street Rail Mass Transit Access Improvement and New North End Access to 47th Street Cross Passageway); Off-Street Rail Mass Transit Access: Artwork (restored historic mosaic displayed above escalators to New North End Access to 47th Street Cross Passageway); Off-Street Rail Mass Transit Access: Escalator (2 escalators connecting Off-Street Rail Mass Transit Access Improvement to New North End Access to 47th Street Cross Passageway); Off-Street Rail Mass Transit Access: Other Required (stairway connecting Off-Street Rail Mass Transit Access Improvement and New North End Access to 47th Street Cross Passageway); Off-Street Rail Mass Transit Access: Planting (25 decorative planters with seasonal landscaping displays); Through Block Connection: Lighting (lobby lighting designed to cast light onto adjacent sidewalks); Through Block Connection: Planting (25 decorative planters with seasonal landscaping displays); Through Block Connection: Plaque/Sign (8 at street level),stairway connecting Off-Street Rail Mass Transit Access Improvement and New North End Access to 47th Street Cross Passageway; stairway connecting Off-Street Rail Mass Transit Access Improvement and New North End Access to 47th Street Cross Passageway,,Full/Partial,40.755469,-73.976726,990698,214515
M050088,Manhattan,1,5,31,WEST 52 STREET,10019,"31 WEST 52 STREET, New York, NY 10019",1268,7501,Deutsche Bank,North side of West 52nd Street between Fifth and Sixth Avenues,1985,Completed,Urban Plaza,Gerald D. Hines,Kevin Roche John Dinkeloo and Associates,Kevin Roche John Dinkeloo and Associates,Urban Plaza 7654.00 sf,Urban Plaza: 24 Hours,"Urban Plaza: Artwork (granite sculpture); Urban Plaza: Lighting (2.3 lumens); Urban Plaza: Litter Receptacles (6.1 cubic feet required, 12 cf provided); Urban Plaza: Planting; Urban Plaza: Plaque/Sign (2); Urban Plaza: Retail Frontage; Urban Plaza: Seating (308 linear feet required, 311 lf provided); Urban Plaza: Trees on Street (3); Urban Plaza: Trees within Space (6 required, 10 provided)",,"Urban Plaza: Open Air Cafe (N 190215, Expires 06/24/2022)",Full/Partial,40.760925,-73.978013,990341,216503
M050089,Manhattan,1,5,40,EAST 52 STREET,10022,"40 EAST 52 STREET, New York, NY 10022",1287,28,,South side of East 52nd Street between Park and Madison Avenues,1986,Completed,Urban Plaza,Jack and Lewis Rudin,The Eggers Group,The Eggers Group,Urban Plaza 4124.88 sf,Urban Plaza: 24 Hours,"Urban Plaza: Lighting; Urban Plaza: Litter Receptacles (2 cubic feet); Urban Plaza: Plaque/Sign (2 entry, 2 information); Urban Plaza: Retail Frontage; Urban Plaza: Seating (138 linear feet including 7 lf with backs required, 154.5 lf including 35 lf with backs provided); Urban Plaza: Trees on Street (10); Urban Plaza: Trees within Space (4); Urban Plaza: Water Feature (pool and fountain)",,,Full/Partial,40.758474,-73.974097,991426,215610
M050090,Manhattan,1,5,145,WEST 44 STREET,10036,"145 WEST 44 STREET, New York, NY 10036",997,10,Millennium Broadway,North side of West 44th Street between Sixth Avenue and Broadway,1990,Completed,Through Block Connection,Harry Macklowe,Gruzen Samton Steinglass/ Perkins & Will,Gruzen Samton Steinglass/ Perkins & Will,Through Block Connection 3012.00 sf,"Through Block Connection: Restricted Hours (8:00 am to 7:00 pm, on days the building is open for business)",Through Block Connection: Lighting (minimum 5 foot candles); Through Block Connection: Plaque/Sign (1 at each entry),,,Full/Partial,40.757155,-73.984645,988504,215129
M050091,Manhattan,1,5,1535,BROADWAY,10036,"1535 BROADWAY, New York, NY 10036",1017,29,Marriott Marquis,West side of Broadway between West 45th and 46th Streets,1985,Completed,Broadway Plaza; Covered Public Pedestrian Area; Interior Spaces; Shubert Alley Extension,Portman Properties,John Portman,John Portman,Broadway Plaza 4000.00 sf; Covered Public Pedestrian Area 24950.00 sf; Interior Spaces 40300.00 sf; Shubert Alley Extension 4970.00 sf,Broadway Plaza: 24 Hours; Covered Public Pedestrian Area: 24 Hours; Interior Spaces: 24 Hours; Shubert Alley Extension: Restricted Hours (7:00 am to midnight),"Broadway Plaza: Retail Frontage (restaurant); Covered Public Pedestrian Area: Elevator (elevators connecting Interior Spaces and Covered Public Pedestrian Area); Interior Spaces: Climate Control; Interior Spaces: Elevator (elevators connecting Interior Spaces and Covered Public Pedestrian Area); Interior Spaces: Other Required (imate theater of at least 1,050 seats; not less than $50,000 for renovation of 46th Street theater; entrances from Shubert Alley Extension to hotel lobby and retail above); Shubert Alley Extension: Plaque/Sign (at both ends); Shubert Alley Extension: Retail Frontage (retail spaces and displays)","imate theater of at least 1,050 seats; not less than $50,000 for renovation of 46th Street theater; entrances from Shubert Alley Extension to hotel lobby and retail above",,Full/Partial,40.758627,-73.986197,988074,215665
M050092,Manhattan,1,5,489,FIFTH AVENUE,10017,"489 FIFTH AVENUE, New York, NY 10017",1276,4,,East side of Fifth Avenue between East 41st and 42nd Streets,1972,Completed,Arcade,,Kahn and Jacobs,Kahn and Jacobs,Arcade 510.00 sf,Arcade: 24 Hours,Arcade: None,,,Full/Partial,40.752936,-73.980741,989586,213592
M050093,Manhattan,1,5,407,PARK AVENUE SOUTH,10016,"407 PARK AVENUE SOUTH, New York, NY 10016",884,1,Ascot,Northeast corner of East 28th Street and Park Avenue South,1984,Completed,Residential Plaza,,Philip Birnbaum & Associates,Thomas Balsley Associates,Residential Plaza 3686.07 sf,"Residential Plaza: Restricted Hours (8:00 am to 8:00 pm or dark, whichever is later)","Residential Plaza: Bicycle Parking (Primary Space: 4 spaces); Residential Plaza: Drinking Fountain (Primary Space: 1); Residential Plaza: Lighting; Residential Plaza: Litter Receptacles (Primary Space: 4.4 cubic feet); Residential Plaza: Planting (Primary Space: 330 sf required, 376 sf provided; Visual Residual Space: 1,030.69 sf required, 1,024.2 sf provided); Residential Plaza: Plaque/Sign; Residential Plaza: Seating (Primary Space: 73.72 linear feet including 7.37 lf with backs required, 94.0 lf including 36.0 lf with backs provided); Residential Plaza: Trees on Street (6); Residential Plaza: Trees within Space (Primary Space: 4)",,,Full/Partial,40.743374,-73.983627,988787,210108
M050094,Manhattan,1,5,45,EAST 25 STREET,10010,"45 EAST 25 STREET, New York, NY 10010",855,7501,Stanford,North side of East 25th Street between Park Avenue South and Madison Avenue,1986,Completed,Plaza,,Liebman Liebman Associates,Liebman Liebman Associates,Plaza 2000.40 sf,Plaza: 24 Hours,Plaza: None,,,Full/Partial,40.742024,-73.986164,988084,209616
M050095,Manhattan,1,5,12,EAST 49 STREET,10017,"12 EAST 49 STREET, New York, NY 10017",1284,7,Tower 49,South side of East 49th Street between Madison and Fifth Avenues,1984,Completed,Arcade; Public Access Passageway; Sidewalk Widening; Urban Plaza,Solstead Associates (David and Jean Solomon),"Skidmore, Owings & Merrill","Skidmore, Owings & Merrill; Thomas Balsley Associates (for alteration in 2004)",Arcade 3779.00 sf; Public Access Passageway 0.00 sf; Sidewalk Widening 998.00 sf; Urban Plaza 6387.00 sf,"Arcade: 24 Hours; Public Access Passageway: Restricted Hours (Public Access Passageway: Monday through Friday, 8:00 am to 6:00 pm); Sidewalk Widening: 24 Hours; Urban Plaza: 24 Hours","Public Access Passageway: Plaque/Sign (Public Access Passageway: 1 at each entrance; Urban Plaza: 3 on East 48th Street); Sidewalk Widening: Trees on Street (13); Urban Plaza: Lighting; Urban Plaza: Litter Receptacles (Urban Plaza: 4 on East 48th Street, 1 on East 49th Street); Urban Plaza: Planting; Urban Plaza: Plaque/Sign (Urban Plaza: 3 on East 48th Street); Urban Plaza: Seating (Urban Plaza: 403 linear feet including 290.3 lf (includes 30 movable chairs) on East 48th Street and 64.5 lf with backs and 6 eight-foot benches on East 49th Street); Urban Plaza: Tables (Urban Plaza: 6 on East 48th Street); Urban Plaza: Trees within Space (Urban Plaza: 6 on East 48th Street, 4 on East 49th Street)",,,Full/Partial,40.757231,-73.977022,990616,215157
M050097,Manhattan,1,5,745,SEVENTH AVENUE,10019,"745 SEVENTH AVENUE, New York, NY 10019",1002,1,,East side of Seventh Avenue between West 49th and 50th Streets,1999,Completed,Public Plaza; Underground Passageway,"Rockefeller Group Development Corp., Morgan Stanley Dean Witter & Co.",Kohn Pedersen Fox Associates,Kohn Pedersen Fox Associates,Public Plaza 15648.00 sf; Underground Passageway 0.00 sf,"Public Plaza: Restricted Hours (April 1 through October 31, 7:00 am to 9:00 pm, November 1 through March 30, 7:00 am to 7:00 pm); Underground Passageway: Restricted Hours (Monday through Friday, 7:00 am to 7:00 pm)",Public Plaza: Food Service (owner's best efforts to provide food service); Public Plaza: Lighting; Public Plaza: Planting; Public Plaza: Plaque/Sign (5); Public Plaza: Seating (429.8 linear feet including 227.3 lf of fixed seating and 135 movable chairs); Public Plaza: Subway (relocation of subway stairs to southwest corner of zoning lot and access to subway); Public Plaza: Tables (37); Public Plaza: Trees within Space (34); Public Plaza: Water Feature (basin with water jets and pool); Underground Passageway: Elevator (elevator to Underground Passageway); Underground Passageway: Lighting,,,Full/Partial,40.76052,-73.982843,989003,216355
M050100,Manhattan,1,5,1548,BROADWAY,10036,"1548 BROADWAY, New York, NY 10036",     ,    ,Bertelsmann,"East side of Broadway between West 45th and West 46th Streets. Original BBL: 998/1001-1005,8.",1999,Completed,Through Block Connection,Broadway State Partners/Eichner Properties,"Skidmore, Owings & Merrill","Skidmore, Owings & Merrill",Through Block Connection 3012.00 sf,"Through Block Connection: Restricted Hours (8:00 am to 7:00 pm, on days the building is open for business)",Through Block Connection: Lighting (minimum 5 foot candles); Through Block Connection: Plaque/Sign (1 at each entrance),,,Full/Partial,40.758432,-73.98515,988364,215594
M050101,Manhattan,1,5,114,WEST 47 STREET,10036,"114 WEST 47 STREET, New York, NY 10036",999,19,United States Trust,South side of  West 47th Street between Sixth and Seventh Avenues,1989,Completed,Through Block Connection,The Durst Organization,Fox & Fowle Architects,Fox & Fowle Architects,Through Block Connection 3012.45 sf,"Through Block Connection: Restricted Hours (8:00 am to 7:00 pm, on days the building is open for business)",Through Block Connection: Lighting (minimum 5 foot candles); Through Block Connection: Plaque/Sign (1 at each entrance),,,Full/Partial,40.75814,-73.983038,988949,215488
M050102,Manhattan,1,5,151,WEST 54 STREET,10019,"151 WEST 54 STREET, New York, NY 10019",1007,5,London Hotel,"North side of West 54th Street between Sixth and Seventh Avenues. Additional lot: 1007/5, 58.",1990,Completed,Through Block Connection,"William Zeckendorf, Jr.",Frank Williams & Associates,Frank Williams & Associates,Through Block Connection 3012.45 sf,"Through Block Connection: Restricted Hours (8:00 am to 7:00 pm, on days the building is open for business)",Through Block Connection: Lighting (minimum 5 foot candles); Through Block Connection: Plaque/Sign (1 at each entrance),,,Full/Partial,40.763413,-73.98042,989629,217348
M050103,Manhattan,1,5,425,FIFTH AVENUE,10016,"425 FIFTH AVENUE, New York, NY 10016",868,7503,,"Northeast corner of East 38th Street and Fifth Avenue. Original BBL: 868/1,5,70.",2003,Completed,Pedestrian Circulation Space; Urban Plaza,,"Michael Graves, H. Thomas O'Hara Architects",Thomas Balsley Associates,Pedestrian Circulation Space 0.00 sf; Urban Plaza 2880.21 sf,Pedestrian Circulation Space: 24 Hours; Urban Plaza: 24 Hours,"Urban Plaza: Drinking Fountain (1); Urban Plaza: Lighting; Urban Plaza: Litter Receptacles (1.65 cubic feet); Urban Plaza: Planting (809.49 sf); Urban Plaza: Plaque/Sign (1 information plaque, 1 entry plaque); Urban Plaza: Retail Frontage (17'-6"" required, 35' provided); Urban Plaza: Seating (110 linear feet including no more than 55 lf movable seating and 41.25 lf with backs required, 110.33 lf including 30 lf movable seating and 48.83 lf with backs provided); Urban Plaza: Tables (5 movable and 4 fixed provided); Urban Plaza: Trees on Street (9); Urban Plaza: Trees within Space (6 required, 9 provided); Urban Plaza: Water Feature (fountain provided)",,,Full/Partial,40.750965,-73.982199,989182,212874
M050104,Manhattan,1,5,1585,BROADWAY,10036,"1585 BROADWAY, New York, NY 10036",1019,7502,Morgan Stanley Building,West side of Broadway between West 47th Street and West 48th Street,1989,Completed,Through Block Connection,,Gwathmey Siegel & Associates Architects/Emery Roth & Sons,,,Through Block Connection: Restricted Hours (8:00 am to 7:00 pm on days the building is open for business),Through Block Connection: Lighting (minimum 5 foot candles); Through Block Connection: Plaque/Sign (1 at each entrance),,,None,40.759977,-73.985507,988265,216157
M050106,Manhattan,1,5,125,WEST 55 STREET,10019,"125 WEST 55 STREET, New York, NY 10019",1008,19,Avenue of the Americas Plaza,"North side of West 55th Street and south side of West 56th Street between Sixth Avenue and Seventh Avenue. Additional lots: 1008/19, 21, 22, 25 & 44.",1990,Completed,Through Block Connection,Macklowe Properties,Edward Larrabee Barnes,Edward Larrabee Barnes,Through Block Connection 0.00 sf,Through Block Connection: Restricted Hours (8:00 am to 7:00 pm on days the building is open for business),Through Block Connection: Lighting (minimum 5 foot candles); Through Block Connection: Plaque/Sign (1 at each entrance),,,Full/Partial,40.76378,-73.978976,990074,217543
